inv_id,product_name,category,restock_date,expiry_date,days_to_expiry,shelf_life_days,qty_in,qty_sold,qty_damaged,qty_adjusted,qty_remaining,unit_price_ngn,total_revenue_ngn,store_city,storage_temp,demand_forecast,seasonality,holiday_promo,weather_condition,restock_count,weekly_sales_rate,sell_through_rate,wastage_rate,shelf_utilisation,purchase_frequency,total_units_sold_all,expiry_risk,sales_velocity,customer_preference,slow_mover,kaggle_store_id,kaggle_product_id,kaggle_region,data_source
INV041124,Cerelac Wheat 400g,Baby & Infant,2023-02-16,2023-08-15,0.0,180,130,84,2.0,-2.0,42,5719,480396,Enugu,Ambient,272.17,Summer,0,Rainy,22,3.2667,0.6462,0.0154,1.0,555.0,2921.0,Expired,Fast,High,No,S002,P0004,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV023677,Lux Soap 6pk,Personal Care,2022-08-25,2023-08-25,0.0,365,130,99,0.0,0.0,31,2120,209880,Benin City,Ambient,370.67,Autumn,0,Rainy,22,1.8986,0.7615,0.0,1.0,0.0,0.0,Medium,Moderate,High,No,S004,P0017,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV034982,Aptamil 400g,Baby & Infant,2022-12-16,2023-12-16,0.0,365,130,15,0.0,0.0,115,15770,236550,Abuja,Ambient,40.2,Summer,0,Snowy,3,0.2877,0.1154,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S005,P0002,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV017587,Indomie Chicken 70g,Pasta & Noodles,2022-06-25,2022-08-24,0.0,60,130,84,0.0,0.0,46,164,13776,Aba,Ambient,177.66,Summer,0,Snowy,18,9.8,0.6462,0.0,1.0,0.0,0.0,Expired,Fast,Medium,No,S005,P0007,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV003708,Carrots 1kg,Fresh & Perishable,2022-02-07,2022-02-21,0.0,14,130,75,0.0,0.0,55,927,69525,Ilorin,Refrigerated,132.15,Summer,1,Cloudy,19,37.5,0.5769,0.0,1.0,0.0,0.0,Expired,Moderate,Medium,No,S001,P0008,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV029737,Hollandia Yoghurt 1L,Beverages,2022-10-25,2022-11-01,0.0,7,130,24,0.0,0.0,106,2887,69288,Onitsha,Cool,94.37,Winter,1,Snowy,6,24.0,0.1846,0.0,1.0,556.0,3086.0,Expired,Slow,High,No,S002,P0017,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV072526,Pampers Small 36pk,Baby & Infant,2023-12-27,2024-12-26,0.0,365,130,121,2.0,0.0,7,13570,1641970,Port Harcourt,Ambient,198.5,Spring,0,Cloudy,23,2.3205,0.9308,0.0154,1.0,581.0,3167.0,Low,Moderate,High,No,S002,P0006,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV007846,Pepsodent Toothpaste 100ml,Personal Care,2022-03-20,2024-03-19,0.0,730,130,27,0.0,0.0,103,737,19899,Onitsha,Ambient,58.82,Winter,1,Snowy,19,0.2589,0.2077,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S003,P0006,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV014724,Huggies Medium 32pk,Baby & Infant,2022-05-28,2023-05-28,0.0,365,130,12,1.0,-1.0,116,15083,180996,Ilorin,Ambient,36.23,Autumn,0,Sunny,17,0.2301,0.0923,0.0077,1.0,533.0,2766.0,High,Slow,High,Yes,S002,P0004,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV000432,Tuna in Brine 185g,Canned & Packaged Foods,2022-01-05,2024-01-05,0.0,730,130,129,0.0,0.0,1,2456,316824,Benin City,Ambient,269.59,Summer,0,Rainy,15,1.237,0.9923,0.0,1.0,0.0,0.0,Low,Moderate,Medium,No,S002,P0012,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV051950,Foil Cling Film,Household Essentials,2023-06-04,2024-06-03,0.0,365,62,5,1.0,1.0,57,1707,8535,Jos,Ambient,18.69,Winter,1,Snowy,1,0.0959,0.0806,0.0161,1.0,0.0,0.0,High,Slow,Low,Yes,S003,P0010,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV011904,Heinz Baked Beans 415g,Canned & Packaged Foods,2022-04-30,2024-04-29,0.0,730,130,48,0.0,0.0,82,3080,147840,Uyo,Ambient,70.65,Spring,0,Cloudy,6,0.4603,0.3692,0.0,1.0,0.0,0.0,High,Slow,Medium,No,S001,P0004,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV001819,Coca-Cola Crate 24,Beverages,2022-01-19,2022-02-02,0.0,14,130,52,1.0,1.0,78,11326,588952,Uyo,Cool,101.75,Autumn,1,Sunny,16,26.0,0.4,0.0077,1.0,526.0,2780.0,Expired,Moderate,High,No,S001,P0019,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV023945,Bleach 1L,Household Essentials,2022-08-28,2023-08-28,0.0,365,130,21,0.0,-1.0,108,1386,29106,Ilorin,Ambient,28.69,Autumn,0,Cloudy,9,0.4027,0.1615,0.0,1.0,570.0,3130.0,Low,Moderate,High,Yes,S003,P0005,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043512,Kitchen Towel 6 rolls,Household Essentials,2023-03-12,2024-03-11,0.0,365,130,15,1.0,1.0,115,2565,38475,Ilorin,Ambient,36.98,Autumn,1,Snowy,23,0.2877,0.1154,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S001,P0012,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV053947,Dustbin Bags 50pk,Household Essentials,2023-06-24,2024-06-23,0.0,365,130,10,1.0,0.0,119,1442,14420,Benin City,Ambient,31.98,Summer,1,Sunny,9,0.1918,0.0769,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S003,P0007,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV007970,Shortening 1kg,Cooking Oils & Fats,2022-03-21,2022-06-19,0.0,90,130,120,0.0,0.0,10,3224,386880,Kaduna,Ambient,267.25,Summer,1,Snowy,15,9.3333,0.9231,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S004,P0010,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV056452,Coconut Candy 100g,Snacks & Confectionery,2023-07-19,2023-09-17,0.0,60,130,30,2.0,0.0,98,331,9930,Lagos,Ambient,102.83,Autumn,1,Cloudy,12,3.5,0.2308,0.0154,1.0,0.0,0.0,Expired,Slow,Low,No,S003,P0012,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV008526,Tuna in Brine 185g,Canned & Packaged Foods,2022-03-27,2024-03-26,0.0,730,130,115,1.0,0.0,14,2321,266915,Onitsha,Ambient,436.83,Summer,0,Sunny,11,1.1027,0.8846,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0006,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV054289,Fanta Crate 24,Beverages,2023-06-27,2023-07-11,0.0,14,130,53,3.0,0.0,74,10029,531537,Onitsha,Cool,143.53,Summer,1,Rainy,5,26.5,0.4077,0.0231,1.0,0.0,0.0,Expired,Moderate,Medium,No,S005,P0009,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV004605,Omo Detergent 1kg,Personal Care,2022-02-16,2023-02-16,0.0,365,130,37,0.0,0.0,93,2574,95238,Ilorin,Ambient,99.64,Winter,0,Snowy,14,0.7096,0.2846,0.0,1.0,512.0,2627.0,High,Slow,High,Yes,S001,P0005,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV065563,Sponge 3pk,Household Essentials,2023-10-18,2024-01-16,0.0,90,66,32,1.0,0.0,33,675,21600,Ilorin,Ambient,47.51,Winter,1,Sunny,11,2.4889,0.4848,0.0152,1.0,0.0,0.0,Expired,Moderate,Low,No,S004,P0003,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043118,Bleach 1L,Household Essentials,2023-03-08,2024-03-07,0.0,365,130,87,1.0,0.0,42,1536,133632,Kaduna,Ambient,219.07,Autumn,0,Sunny,8,1.6685,0.6692,0.0077,1.0,570.0,3130.0,High,Fast,High,Yes,S001,P0018,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV035438,Vaseline Body Lotion 400ml,Personal Care,2022-12-21,2024-12-20,0.0,730,130,7,0.0,-1.0,122,3092,21644,Kano,Ambient,26.17,Autumn,0,Rainy,10,0.0671,0.0538,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0018,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV009431,Groundnuts Roasted 500g,Snacks & Confectionery,2022-04-05,2022-07-04,0.0,90,130,91,1.0,0.0,38,823,74893,Kano,Ambient,122.93,Autumn,1,Rainy,17,7.0778,0.7,0.0077,1.0,0.0,0.0,Expired,Fast,High,No,S002,P0011,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV032721,Kitchen Towel 6 rolls,Household Essentials,2022-11-24,2023-11-24,0.0,365,71,34,1.0,-2.0,34,2824,96016,Kaduna,Ambient,49.39,Autumn,1,Sunny,2,0.6521,0.4789,0.0141,1.0,0.0,0.0,High,Slow,Low,No,S002,P0001,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV065974,Golden Penny Macaroni 500g,Pasta & Noodles,2023-10-22,2024-04-19,0.0,180,130,6,0.0,0.0,124,564,3384,Kaduna,Ambient,23.46,Summer,0,Cloudy,5,0.2333,0.0462,0.0,1.0,0.0,0.0,Expired,Slow,Low,Yes,S004,P0014,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV050621,Dangote Noodles 70g,Pasta & Noodles,2023-05-22,2023-07-21,0.0,60,130,103,0.0,-2.0,25,161,16583,Onitsha,Ambient,229.3,Spring,0,Snowy,19,12.0167,0.7923,0.0,1.0,587.0,3131.0,Expired,Fast,High,No,S002,P0001,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV062150,Bleach 1L,Household Essentials,2023-09-14,2024-09-13,0.0,365,130,17,0.0,0.0,113,1346,22882,Enugu,Ambient,32.91,Spring,1,Sunny,3,0.326,0.1308,0.0,1.0,570.0,3130.0,High,Slow,High,Yes,S003,P0010,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV034139,Nivea Body Lotion 400ml,Personal Care,2022-12-08,2024-12-07,0.0,730,93,12,1.0,-1.0,79,4231,50772,Port Harcourt,Ambient,25.66,Winter,1,Rainy,19,0.1151,0.129,0.0108,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0019,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV037321,Hollandia Yoghurt 1L,Beverages,2023-01-09,2023-01-16,0.0,7,130,12,3.0,-1.0,114,2314,27768,Owerri,Cool,10.11,Summer,0,Snowy,16,12.0,0.0923,0.0231,1.0,556.0,3086.0,Expired,Moderate,Medium,No,S002,P0001,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV041508,Gripe Water 150ml,Baby & Infant,2023-02-20,2024-02-20,0.0,365,130,24,1.0,2.0,107,2125,51000,Benin City,Ambient,94.84,Summer,1,Sunny,12,0.4603,0.1846,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S001,P0008,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV064963,Garlic Head,Fresh & Perishable,2023-10-12,2023-10-26,0.0,14,130,96,1.0,0.0,33,244,23424,Jos,Refrigerated,357.89,Winter,1,Sunny,8,48.0,0.7385,0.0077,1.0,0.0,0.0,Expired,Fast,High,No,S004,P0003,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV016308,Colgate Toothpaste 100ml,Personal Care,2022-06-13,2024-06-12,0.0,730,130,38,1.0,0.0,91,786,29868,Kano,Ambient,102.73,Autumn,1,Rainy,1,0.3644,0.2923,0.0077,1.0,0.0,0.0,High,Slow,Low,Yes,S001,P0008,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV013822,Baby Oil Johnson 300ml,Baby & Infant,2022-05-19,2024-05-18,0.0,730,130,99,0.0,-2.0,29,3184,315216,Onitsha,Ambient,191.53,Autumn,0,Rainy,10,0.9493,0.7615,0.0,1.0,0.0,0.0,Medium,Moderate,High,No,S002,P0002,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV045346,NAN Optipro 400g,Baby & Infant,2023-03-30,2024-03-29,0.0,365,130,33,0.0,2.0,99,14494,478302,Benin City,Ambient,72.47,Spring,0,Rainy,1,0.6329,0.2538,0.0,1.0,542.0,2953.0,High,Slow,High,Yes,S003,P0006,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV045061,Custard Powder 400g,Canned & Packaged Foods,2023-03-27,2024-03-26,0.0,365,130,38,1.0,-2.0,89,1873,71174,Kano,Ambient,55.03,Autumn,1,Cloudy,11,0.7288,0.2923,0.0077,1.0,527.0,2740.0,High,Slow,High,Yes,S004,P0001,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV070840,Egg Noodles 400g,Pasta & Noodles,2023-12-10,2024-04-08,0.0,120,130,58,0.0,0.0,72,1385,80330,Jos,Ambient,74.63,Winter,1,Snowy,1,3.3833,0.4462,0.0,1.0,0.0,0.0,Expired,Moderate,Medium,No,S002,P0020,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV053402,SMA Gold 400g,Baby & Infant,2023-06-19,2024-06-18,0.0,365,97,53,0.0,-2.0,42,16251,861303,Ibadan,Ambient,47.21,Autumn,0,Cloudy,1,1.0164,0.5464,0.0,1.0,0.0,0.0,Expired,Fast,Medium,Yes,S001,P0002,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV048594,Mosquito Coil 10pk,Household Essentials,2023-05-01,2024-04-30,0.0,365,99,51,2.0,0.0,46,1264,64464,Aba,Ambient,50.05,Winter,0,Rainy,11,0.9781,0.5152,0.0202,1.0,0.0,0.0,Medium,Moderate,Low,No,S005,P0014,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV048853,Golden Morn 500g,Pasta & Noodles,2023-05-04,2023-08-02,0.0,90,130,6,3.0,-1.0,120,1431,8586,Ilorin,Ambient,8.1,Winter,1,Rainy,3,0.4667,0.0462,0.0231,1.0,0.0,0.0,Expired,Slow,Low,Yes,S003,P0013,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV020143,Pepsodent Toothpaste 100ml,Personal Care,2022-07-21,2024-07-20,0.0,730,130,128,0.0,1.0,3,908,116224,Benin City,Ambient,285.12,Summer,0,Rainy,13,1.2274,0.9846,0.0,1.0,0.0,0.0,Low,Moderate,High,No,S003,P0003,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV062674,Huggies Medium 32pk,Baby & Infant,2023-09-19,2024-09-18,0.0,365,60,19,0.0,0.0,41,14157,268983,Jos,Ambient,24.52,Spring,1,Sunny,15,0.3644,0.3167,0.0,1.0,533.0,2766.0,High,Slow,High,No,S004,P0014,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV022612,Candles 10pk,Household Essentials,2022-08-15,2023-08-15,0.0,365,88,45,1.0,0.0,42,978,44010,Port Harcourt,Ambient,47.81,Spring,0,Sunny,17,0.863,0.5114,0.0114,1.0,0.0,0.0,Medium,Slow,Low,No,S001,P0012,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV019894,Always Pads 14pk,Personal Care,2022-07-18,2023-07-18,0.0,365,130,64,2.0,-1.0,63,1570,100480,Kano,Ambient,258.89,Autumn,0,Cloudy,11,1.2274,0.4923,0.0154,1.0,0.0,0.0,Expired,Fast,Medium,Yes,S005,P0014,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV039685,Groundnut Oil 5L,Condiments & Seasonings,2023-02-01,2024-02-01,0.0,365,121,86,1.0,-1.0,33,8734,751124,Ibadan,Ambient,78.39,Summer,0,Snowy,22,1.6493,0.7107,0.0083,1.0,0.0,0.0,Expired,Slow,High,Yes,S005,P0005,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV062828,Garri Yellow 10kg,Grains & Cereals,2023-09-21,2024-03-19,0.0,180,74,2,1.0,0.0,71,5635,11270,Port Harcourt,Ambient,-7.21,Autumn,1,Snowy,13,0.0778,0.027,0.0135,1.0,527.0,2749.0,Expired,Slow,High,Yes,S002,P0008,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV002627,Cabin Biscuits 200g,Snacks & Confectionery,2022-01-27,2022-04-27,0.0,90,130,30,0.0,0.0,100,804,24120,Aba,Ambient,74.79,Winter,1,Snowy,8,2.3333,0.2308,0.0,1.0,0.0,0.0,Expired,Slow,Low,No,S002,P0007,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV019177,Dustbin Bags 50pk,Household Essentials,2022-07-11,2023-07-11,0.0,365,130,21,0.0,0.0,109,1697,35637,Aba,Ambient,80.2,Autumn,1,Sunny,10,0.4027,0.1615,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S004,P0017,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV029668,Kitchen Towel 6 rolls,Household Essentials,2022-10-24,2023-10-24,0.0,365,102,43,0.0,-2.0,57,2335,100405,Abuja,Ambient,37.78,Summer,1,Rainy,23,0.8247,0.4216,0.0,1.0,0.0,0.0,High,Slow,Low,No,S004,P0008,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV014077,Heinz Baked Beans 415g,Canned & Packaged Foods,2022-05-21,2024-05-20,0.0,730,97,3,0.0,-1.0,93,3053,9159,Warri,Ambient,1.79,Autumn,1,Snowy,8,0.0288,0.0309,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S004,P0017,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV032065,Semolina 1kg,Grains & Cereals,2022-11-17,2023-03-17,0.0,120,93,57,1.0,-2.0,33,1259,71763,Lagos,Ambient,75.25,Spring,1,Sunny,12,3.325,0.6129,0.0108,1.0,0.0,0.0,Expired,Fast,Medium,No,S004,P0005,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV070795,Plantain Bunch,Fresh & Perishable,2023-12-09,2023-12-16,0.0,7,130,80,0.0,0.0,50,3248,259840,Kano,Refrigerated,183.56,Autumn,1,Snowy,16,80.0,0.6154,0.0,1.0,586.0,3252.0,Expired,Fast,High,No,S005,P0015,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV058969,Nescafe Classic 100g,Beverages,2023-08-13,2024-02-09,0.0,180,130,69,0.0,0.0,61,4562,314778,Benin City,Cool,273.56,Winter,1,Snowy,23,2.6833,0.5308,0.0,1.0,0.0,0.0,Expired,Moderate,Medium,No,S004,P0009,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV021131,Tuna in Brine 185g,Canned & Packaged Foods,2022-07-31,2024-07-30,0.0,730,80,69,1.0,0.0,10,2216,152904,Aba,Ambient,72.6,Summer,1,Sunny,22,0.6616,0.8625,0.0125,1.0,0.0,0.0,Low,Slow,Medium,No,S002,P0011,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV054213,Candles 10pk,Household Essentials,2023-06-27,2024-06-26,0.0,365,130,57,2.0,0.0,71,778,44346,Warri,Ambient,59.74,Summer,1,Cloudy,18,1.0932,0.4385,0.0154,1.0,0.0,0.0,High,Moderate,Medium,No,S001,P0013,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV012678,Peak Milk Tin 400g,Beverages,2022-05-07,2022-08-05,0.0,90,114,31,0.0,0.0,83,3088,95728,Port Harcourt,Cool,35.01,Spring,1,Sunny,10,2.4111,0.2719,0.0,1.0,569.0,3015.0,Expired,Slow,High,No,S004,P0018,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV013338,Plantain Chips 250g,Snacks & Confectionery,2022-05-14,2022-06-28,0.0,45,92,30,0.0,0.0,62,875,26250,Kano,Ambient,37.83,Summer,0,Snowy,6,4.6667,0.3261,0.0,1.0,0.0,0.0,Expired,Moderate,High,No,S002,P0018,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV047287,Suya Spice 100g,Condiments & Seasonings,2023-04-18,2023-07-17,0.0,90,130,17,1.0,1.0,113,710,12070,Uyo,Ambient,55.03,Winter,1,Sunny,1,1.3222,0.1308,0.0077,1.0,0.0,0.0,Expired,Slow,Low,No,S005,P0007,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV014205,Onions 1kg,Fresh & Perishable,2022-05-23,2022-06-06,0.0,14,130,10,0.0,0.0,120,730,7300,Ibadan,Refrigerated,26.24,Winter,1,Snowy,10,5.0,0.0769,0.0,1.0,556.0,3095.0,Expired,Slow,High,No,S001,P0005,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV000626,Teething Gel 15g,Baby & Infant,2022-01-07,2023-01-07,0.0,365,130,20,0.0,0.0,110,3325,66500,Kano,Ambient,65.93,Summer,0,Cloudy,15,0.3836,0.1538,0.0,1.0,0.0,0.0,High,Slow,Low,Yes,S002,P0006,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV011509,Banana Bunch,Fresh & Perishable,2022-04-26,2022-05-03,0.0,7,130,125,0.0,0.0,5,3237,404625,Kaduna,Refrigerated,476.79,Summer,0,Rainy,16,125.0,0.9615,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S001,P0009,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV023669,Ariel Detergent 1kg,Personal Care,2022-08-25,2023-08-25,0.0,365,130,39,0.0,1.0,92,2050,79950,Aba,Ambient,145.43,Summer,0,Rainy,16,0.7479,0.3,0.0,1.0,0.0,0.0,High,Slow,Low,No,S004,P0009,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV055264,Candles 10pk,Household Essentials,2023-07-07,2024-07-06,0.0,365,130,40,0.0,0.0,90,913,36520,Port Harcourt,Ambient,81.71,Summer,1,Snowy,2,0.7671,0.3077,0.0,1.0,0.0,0.0,High,Slow,Medium,No,S004,P0004,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV029915,Omo Detergent 1kg,Personal Care,2022-10-27,2023-10-27,0.0,365,130,8,0.0,0.0,122,1969,15752,Ilorin,Ambient,36.57,Spring,1,Sunny,10,0.1534,0.0615,0.0,1.0,512.0,2627.0,High,Slow,High,Yes,S001,P0015,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV067321,Dettol Antiseptic 500ml,Personal Care,2023-11-05,2025-11-04,172.0,730,130,100,0.0,0.0,30,3990,399000,Ibadan,Ambient,135.27,Spring,0,Rainy,19,0.9589,0.7692,0.0,0.7644,557.0,2956.0,Low,Moderate,High,No,S002,P0001,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV050612,7UP Crate 24,Beverages,2023-05-22,2023-06-05,0.0,14,130,117,0.0,0.0,13,11372,1330524,Kaduna,Cool,285.45,Summer,0,Cloudy,9,58.5,0.9,0.0,1.0,0.0,0.0,Expired,Fast,High,No,S001,P0012,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV031224,Pepsodent Toothpaste 100ml,Personal Care,2022-11-09,2024-11-08,0.0,730,130,60,0.0,0.0,70,710,42600,Onitsha,Ambient,132.28,Summer,0,Sunny,22,0.5753,0.4615,0.0,1.0,0.0,0.0,High,Slow,Low,No,S002,P0004,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV055530,Washing Up Liquid 750ml,Household Essentials,2023-07-10,2024-07-09,0.0,365,130,73,2.0,0.0,55,2291,167243,Jos,Ambient,276.15,Autumn,0,Sunny,22,1.4,0.5615,0.0154,1.0,0.0,0.0,Medium,Moderate,Medium,No,S002,P0010,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV044249,Suya Spice 100g,Condiments & Seasonings,2023-03-19,2023-06-17,0.0,90,130,36,1.0,0.0,93,724,26064,Ilorin,Ambient,125.33,Summer,1,Rainy,8,2.8,0.2769,0.0077,1.0,0.0,0.0,Expired,Slow,Low,No,S003,P0009,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV027422,Nivea Body Lotion 400ml,Personal Care,2022-10-02,2024-10-01,0.0,730,130,53,2.0,0.0,75,4307,228271,Aba,Ambient,70.19,Spring,0,Snowy,22,0.5082,0.4077,0.0154,1.0,0.0,0.0,High,Slow,Medium,No,S002,P0002,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV035792,TUC Crackers 100g,Snacks & Confectionery,2022-12-24,2023-03-24,0.0,90,130,49,1.0,0.0,80,639,31311,Ibadan,Ambient,142.45,Spring,1,Snowy,4,3.8111,0.3769,0.0077,1.0,0.0,0.0,Expired,Moderate,Medium,No,S005,P0012,West,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043612,Garri Yellow 10kg,Grains & Cereals,2023-03-13,2023-09-09,0.0,180,130,64,0.0,1.0,67,5090,325760,Aba,Ambient,110.68,Spring,0,Cloudy,10,2.4889,0.4923,0.0,1.0,527.0,2749.0,Expired,Moderate,High,No,S001,P0012,South,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV018433,Indomie Noodles 70g,Snacks & Confectionery,2022-07-04,2022-09-02,0.0,60,130,87,1.0,0.0,42,166,14442,Onitsha,Ambient,199.48,Summer,1,Cloudy,6,10.15,0.6692,0.0077,1.0,533.0,2895.0,Expired,Fast,High,No,S002,P0013,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV043942,Lucozade Boost 500ml,Beverages,2023-03-16,2023-06-14,0.0,90,130,16,1.0,0.0,113,1341,21456,Warri,Cool,45.62,Spring,1,Sunny,10,1.2444,0.1231,0.0077,1.0,0.0,0.0,Expired,Slow,Low,No,S003,P0002,North,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV049189,Pringles Original 150g,Snacks & Confectionery,2023-05-07,2023-07-06,0.0,60,95,41,0.0,0.0,54,2788,114308,Warri,Ambient,46.77,Spring,1,Snowy,17,4.7833,0.4316,0.0,1.0,540.0,2845.0,Expired,Moderate,High,No,S005,P0009,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
INV008189,Always Pads 14pk,Personal Care,2022-03-23,2023-03-23,0.0,365,130,29,0.0,-1.0,100,2118,61422,Warri,Ambient,120.61,Winter,1,Cloudy,18,0.5562,0.2231,0.0,1.0,0.0,0.0,High,Slow,High,Yes,S005,P0009,East,Kaggle Retail Store Inventory Forecasting Dataset (Nigerian market adaptation)
